KODS,TIPS_CD,NOSAUKUMS,VKUR_CD,VKUR_TIPS,APSTIPR,APST_PAK,STATUSS,SORT_NOS,DAT_SAK,DAT_MOD,DAT_BEIG,ATRIB,STD
"100499437","107","Ciemata ceļš","100184557","106","Y","252","EKS","Ciemata ceļš","2024.07.17","2025.06.09","","","Ciemata ceļš, Daugmale, Daugmales pag., Ķekavas nov."
"100340996","107","Ciemata iela","100110836","106","Y","252","EKS","Ciemata iela","1999.03.16","2021.06.30","","","Ciemata iela, Žīguri, Žīguru pag., Balvu nov."
"100397290","107","Ciemata iela","100187185","106","Y","252","DEL","Ciemata iela","1999.03.16","2021.06.30","2012.03.21","","Ciemata iela, Dižliepas, Ārlavas pag., Talsu nov."
"100478390","107","Ciemata iela","100156167","106","Y","252","EKS","Ciemata iela","2012.12.20","2021.06.30","","","Ciemata iela, Pušmucova, Pušmucovas pag., Ludzas nov."
"190034167","107","Ciemupes iela","100209623","106","Y","252","EKS","Ciemupes iela","2025.10.30","2025.11.11","","","Ciemupes iela, Biķernieki, Saulkrastu pag., Saulkrastu nov."
"100302265","107","Ciemupes iela","100003003","104","Y","252","EKS","Ciemupes iela","1999.03.16","2025.05.15","","","Ciemupes iela, Rīga"
"100315706","107","Cietokšņa iela","100003011","104","Y","252","EKS","Cietokšņa iela","1999.03.16","2021.06.30","","","Cietokšņa iela, Daugavpils"
"100328802","107","Cietokšņa iela","100003044","104","Y","252","EKS","Cietokšņa iela","1999.03.16","2021.06.30","","","Cietokšņa iela, Liepāja"
"100422487","107","Cigoriņu iela","100003405","104","Y","252","EKS","Cigoriņu iela","2002.05.09","2021.10.19","","","Cigoriņu iela, Ludza, Ludzas nov."
"190035546","107","Cigoriņu iela","100185936","106","Y","252","EKS","Cigoriņu iela","2026.01.29","2026.02.10","","","Cigoriņu iela, Ābelīte, Sējas pag., Saulkrastu nov."
"100302273","107","Cigoriņu iela","100003003","104","Y","252","EKS","Cigoriņu iela","1999.03.16","2025.05.15","","","Cigoriņu iela, Rīga"
"100444623","107","Cimeļupītes iela","100208244","106","Y","252","EKS","Cimeļupītes iela","2004.11.16","2021.06.30","","","Cimeļupītes iela, Divezeri, Ādažu pag., Ādažu nov."
"100401961","107","Cimzes iela","100003696","104","Y","252","EKS","Cimzes iela","1999.03.16","2021.06.30","","","Cimzes iela, Valka, Valkas nov."
"100302281","107","Cimzes iela","100003003","104","Y","252","EKS","Cimzes iela","1999.03.16","2025.05.15","","","Cimzes iela, Rīga"
"100429241","107","Ciniju iela","100003831","104","Y","253","EKS","Ciniju iela","2002.11.08","2022.06.30","","","Ciniju iela, Ķekava, Ķekavas nov."
"100498958","107","Cinīšu iela","100207218","106","Y","252","EKS","Cinīšu iela","2024.03.27","2024.08.08","","","Cinīšu iela, Spilve, Babītes pag., Mārupes nov."
"100465358","107","Ciprešu iela","100003003","104","Y","252","EKS","Ciprešu iela","2008.07.21","2025.04.04","","","Ciprešu iela, Rīga"
"190031395","107","Ciprešu iela","100184026","106","Y","252","EKS","Ciprešu iela","2025.08.27","2025.09.09","","","Ciprešu iela, Pēterupe, Saulkrastu pag., Saulkrastu nov."
"100453134","107","Circeņu iela","100184653","106","Y","252","EKS","Circeņu iela","2005.08.24","2021.06.30","","","Circeņu iela, Makstenieki, Garkalnes pag., Ropažu nov."
"100491205","107","Circeņu iela","100003036","104","Y","252","EKS","Circeņu iela","2019.08.29","2019.09.11","","","Circeņu iela, Jūrmala"
"100483296","107","Circeņu iela","100003815","104","Y","252","EKS","Circeņu iela","2015.09.30","2024.07.04","","","Circeņu iela, Mārupe, Mārupes nov."
"100379416","107","Ciriša iela","100164117","106","Y","252","EKS","Ciriša iela","1999.02.24","2021.06.30","","","Ciriša iela, Aglona, Aglonas pag., Preiļu nov."
"100499357","107","Cirkonu iela","100184508","106","Y","252","EKS","Cirkonu iela","2024.05.30","2024.06.13","","","Cirkonu iela, Gauja, Carnikavas pag., Ādažu nov."
"100422173","107","Cirkus laukums","100003325","104","Y","252","EKS","Cirkus laukums","2001.04.03","2021.06.30","","","Cirkus laukums, Grobiņa, Dienvidkurzemes nov."
"100333572","107","Cirpstenes iela","100003060","104","Y","252","EKS","Cirpstenes iela","1999.03.16","2021.06.30","","","Cirpstenes iela, Ventspils"
"100302312","107","Cirsmas iela","100003003","104","Y","252","EKS","Cirsmas iela","1999.03.16","2025.05.15","","","Cirsmas iela, Rīga"
"100450426","107","Cirsmas iela","100208734","106","Y","252","EKS","Cirsmas iela","2005.11.08","2009.06.30","","","Cirsmas iela, Saulgoži, Ķekavas pag., Ķekavas nov."
"100462151","107","Cirīša iela","100003003","104","Y","252","EKS","Cirīša iela","2007.11.13","2025.04.04","","","Cirīša iela, Rīga"
"100381935","107","Ciršu iela","100003542","104","Y","252","EKS","Ciršu iela","1999.03.16","2021.06.30","","","Ciršu iela, Baldone, Ķekavas nov."
"100457471","107","Citadeles iela","100185446","106","Y","252","EKS","Citadeles iela","2006.07.05","2026.01.13","","","Citadeles iela, Medemciems, Olaines pag., Olaines nov."
"100302337","107","Citadeles iela","100003003","104","Y","252","EKS","Citadeles iela","1999.03.16","2025.05.15","","","Citadeles iela, Rīga"
"190030223","107","Citronu iela","100209182","106","Y","252","EKS","Citronu iela","2024.05.29","2025.03.18","","","Citronu iela, Viesturciems, Glūdas pag., Jelgavas nov."
"100458215","107","Citronu iela","100184741","106","Y","252","EKS","Citronu iela","2007.03.21","2021.06.30","","","Citronu iela, Kļavas, Inčukalna pag., Siguldas nov."
"100323465","107","Ciļņu iela","100003036","104","Y","252","EKS","Ciļņu iela","1999.03.16","2021.06.30","","","Ciļņu iela, Jūrmala"
"100475867","107","Ciņu iela","100189180","106","Y","252","EKS","Ciņu iela","2012.01.26","2021.06.30","","","Ciņu iela, Cēre, Cēres pag., Tukuma nov."
"100315714","107","Ciņu iela","100003011","104","Y","253","EKS","Ciņu iela","1999.03.16","2021.06.30","","","Ciņu iela, Daugavpils"
"100302304","107","Ciņu iela","100003003","104","Y","252","EKS","Ciņu iela","1999.03.16","2025.05.15","","","Ciņu iela, Rīga"
"190035177","107","Ciņu iela","100185944","106","Y","252","EKS","Ciņu iela","2025.12.29","2026.01.14","","","Ciņu iela, Vaivariņi, Sējas pag., Saulkrastu nov."
"100451428","107","Ciņu iela","100003036","104","Y","252","EKS","Ciņu iela","2005.10.27","2005.11.10","","","Ciņu iela, Jūrmala"
"100426847","107","Ciņu iela","100003542","104","Y","252","EKS","Ciņu iela","2002.03.20","2021.06.30","","","Ciņu iela, Baldone, Ķekavas nov."
"100452823","107","Ciņu iela","100184598","106","Y","252","EKS","Ciņu iela","2005.11.29","2021.06.30","","","Ciņu iela, Garkalne, Garkalnes pag., Ropažu nov."
"100444117","107","Ciņu iela","100185261","106","Y","252","EKS","Ciņu iela","2004.11.24","2022.08.12","","","Ciņu iela, Jaunmārupe, Mārupes pag., Mārupes nov."
"100406640","107","Ciņu iela","100003751","104","Y","252","EKS","Ciņu iela","1999.03.16","2021.06.30","","","Ciņu iela, Rūjiena, Valmieras nov."
"100302353","107","Codes iela","100003003","104","Y","252","EKS","Codes iela","1999.03.16","2025.05.15","","","Codes iela, Rīga"
"100448880","107","Copes iela","100003060","104","Y","252","EKS","Copes iela","2005.08.29","2014.04.02","","","Copes iela, Ventspils"
"100328843","107","Cukura iela","100003044","104","Y","252","EKS","Cukura iela","1999.03.16","2021.06.30","","","Cukura iela, Liepāja"
"100319586","107","Cukura iela","100003028","104","Y","252","EKS","Cukura iela","2000.06.20","2021.06.30","","","Cukura iela, Jelgava"
"100480395","107","Cukura iela","100003776","104","Y","252","EKS","Cukura iela","2014.02.20","2021.07.01","","","Cukura iela, Jēkabpils, Jēkabpils nov."
"100423946","107","Cukurfabrikas iela","100003776","104","Y","252","EKS","Cukurfabrikas iela","2000.09.27","2021.07.01","","","Cukurfabrikas iela, Jēkabpils, Jēkabpils nov."
"100382422","107","Cālīšpurva iela","100003550","104","Y","252","EKS","Cālīšpurva iela","1999.03.16","2021.06.30","","","Cālīšpurva iela, Baloži, Ķekavas nov."
"100461004","107","Cēlāju iela","100184532","106","Y","252","EKS","Cēlāju iela","2007.09.19","2021.06.30","","","Cēlāju iela, Carnikava, Carnikavas pag., Ādažu nov."
"100333523","107","Cēres iela","100003060","104","Y","252","EKS","Cēres iela","1999.03.16","2021.06.30","","","Cēres iela, Ventspils"
"100302128","107","Cēres iela","100003003","104","Y","252","EKS","Cēres iela","1999.03.16","2025.05.15","","","Cēres iela, Rīga"
"100425435","107","Cērpu iela","100003815","104","Y","252","EKS","Cērpu iela","2001.10.16","2022.08.09","","","Cērpu iela, Mārupe, Mārupes nov."
"100402690","107","Cērtenes iela","100003710","104","Y","252","EKS","Cērtenes iela","1999.03.16","2021.06.30","","","Cērtenes iela, Smiltene, Smiltenes nov."
"100341764","107","Cēsnieku iela","100003784","104","Y","252","EKS","Cēsnieku iela","1999.03.16","2021.06.30","","","Cēsnieku iela, Iecava, Bauskas nov."
"100386245","107","Cēsu iela","100003583","104","Y","252","EKS","Cēsu iela","1999.03.16","2025.07.07","","","Cēsu iela, Saulkrasti, Saulkrastu nov."
"100354756","107","Cēsu iela","100003776","104","Y","253","EKS","Cēsu iela","1999.03.16","2021.07.01","","","Cēsu iela, Jēkabpils, Jēkabpils nov."
"100346531","107","Cēsu iela","100115242","106","Y","252","EKS","Cēsu iela","1999.03.16","2021.06.30","","","Cēsu iela, Auciems, Raiskuma pag., Cēsu nov."
"100315618","107","Cēsu iela","100003011","104","Y","252","EKS","Cēsu iela","1999.03.16","2021.06.30","","","Cēsu iela, Daugavpils"
"100346636","107","Cēsu iela","100115275","106","Y","252","EKS","Cēsu iela","1999.03.16","2021.06.30","","","Cēsu iela, Rauna, Raunas pag., Smiltenes nov."
"100345441","107","Cēsu iela","100113101","106","Y","252","EKS","Cēsu iela","1999.03.16","2021.06.30","","","Cēsu iela, Dzērbene, Dzērbenes pag., Cēsu nov."
"100384764","107","Cēsu iela","100003591","104","Y","252","EKS","Cēsu iela","1999.03.16","2021.06.30","","","Cēsu iela, Sigulda, Siguldas nov."
"100398460","107","Cēsu iela","100003671","104","Y","252","EKS","Cēsu iela","1999.03.16","2021.06.30","","","Cēsu iela, Tukums, Tukuma nov."
"100345931","107","Cēsu iela","100114554","106","Y","251","ERR","Cēsu iela","1999.03.16","2021.06.30","","","Cēsu iela, Mārsnēni, Mārsnēnu pag., Cēsu nov."
"100332056","107","Cēsu iela","100003052","104","Y","252","EKS","Cēsu iela","2002.05.09","2021.06.30","","","Cēsu iela, Rēzekne"
"100365777","107","Cēsu iela","100003358","104","Y","252","EKS","Cēsu iela","1999.03.16","2021.06.30","","","Cēsu iela, Limbaži, Limbažu nov."
"100403764","107","Cēsu iela","100190704","106","Y","252","EKS","Cēsu iela","1999.03.16","2021.06.30","","","Cēsu iela, Blome, Blomes pag., Smiltenes nov."
"100406624","107","Cēsu iela","100003751","104","Y","252","EKS","Cēsu iela","1999.03.16","2021.06.30","","","Cēsu iela, Rūjiena, Valmieras nov."
"100368598","107","Cēsu iela","100148110","106","Y","252","EKS","Cēsu iela","1999.03.16","2021.06.30","","","Cēsu iela, Umurga, Umurgas pag., Limbažu nov."
"100302136","107","Cēsu iela","100003003","104","Y","252","EKS","Cēsu iela","1999.03.16","2025.05.15","","","Cēsu iela, Rīga"
"100323393","107","Cēsu iela","100003036","104","Y","252","EKS","Cēsu iela","1999.03.16","2021.06.30","","","Cēsu iela, Jūrmala"
"100338147","107","Cēsu iela","100003108","104","Y","252","EKS","Cēsu iela","1999.03.16","2021.06.30","","","Cēsu iela, Alūksne, Alūksnes nov."
"100467747","107","Cēsu iela","100112462","106","Y","252","EKS","Cēsu iela","2009.02.18","2021.06.30","","","Cēsu iela, Ģikši, Amatas pag., Cēsu nov."
"100344946","107","Cēsu iela","100003165","104","Y","252","EKS","Cēsu iela","1999.03.16","2021.06.30","","","Cēsu iela, Līgatne, Cēsu nov."
"100404403","107","Cēsu iela","100003807","104","Y","252","EKS","Cēsu iela","1999.03.16","2021.06.30","","","Cēsu iela, Valmiera, Valmieras nov."
"100402705","107","Cēsu iela","100003710","104","Y","252","EKS","Cēsu iela","1999.03.16","2021.06.30","","","Cēsu iela, Smiltene, Smiltenes nov."
"100333531","107","Cēsu iela","100003060","104","Y","253","DEL","Cēsu iela","1999.03.16","2021.06.30","2011.11.11","","Cēsu iela, Ventspils"
"100372292","107","Cēsu iela","100159494","106","Y","253","EKS","Cēsu iela","1999.03.16","2021.06.30","","","Cēsu iela, Ērgļi, Ērgļu pag., Madonas nov."
"100401945","107","Cēsu iela","100003696","104","Y","252","EKS","Cēsu iela","1999.03.16","2021.06.30","","","Cēsu iela, Valka, Valkas nov."
"100378238","107","Cēsu iela","100003518","104","Y","252","EKS","Cēsu iela","1999.03.16","2021.06.30","","","Cēsu iela, Preiļi, Preiļu nov."
"100346058","107","Cēsu prospekts","100114884","106","Y","252","EKS","Cēsu prospekts","1999.03.16","2021.06.30","","","Cēsu prospekts, Priekuļi, Priekuļu pag., Cēsu nov."
"100328730","107","Cēsu rotas iela","100003044","104","Y","252","EKS","Cēsu rotas iela","1999.03.16","2021.06.30","","","Cēsu rotas iela, Liepāja"
"100418036","107","Cīniju iela","100003036","104","Y","252","EKS","Cīniju iela","2001.01.10","2003.01.10","","","Cīniju iela, Jūrmala"
"190029897","107","Cīniju iela","100184284","106","Y","252","EKS","Cīniju iela","2025.01.29","2025.02.05","","","Cīniju iela, Piņķi, Babītes pag., Mārupes nov."
"100472820","107","Cīniju iela","100003470","104","Y","252","EKS","Cīniju iela","2010.10.21","2010.11.04","","","Cīniju iela, Ogre, Ogres nov."
"100302298","107","Cīnītāju iela","100003003","104","Y","252","EKS","Cīnītāju iela","1999.03.16","2025.05.15","","","Cīnītāju iela, Rīga"
"100496737","107","Cīravas iela","100184428","106","Y","252","EKS","Cīravas iela","2022.04.27","2022.05.16","","","Cīravas iela, Babīte, Babītes pag., Mārupes nov."
"100497177","107","Cīravas iela","100003003","104","Y","252","EKS","Cīravas iela","2022.06.29","2025.04.04","","","Cīravas iela, Rīga"
"100328810","107","Cīravas iela","100003044","104","Y","252","EKS","Cīravas iela","1999.03.16","2021.06.30","","","Cīravas iela, Liepāja"
"100409613","107","Cīrulīšu aleja","100003286","104","Y","252","EKS","Cīrulīšu aleja","1999.06.04","2009.06.30","","","Cīrulīšu aleja, Kuldīga, Kuldīgas nov."
"100492063","107","Cīrulīšu iela","100185173","106","Y","252","EKS","Cīrulīšu iela","2020.03.12","2025.11.14","","","Cīrulīšu iela, Katlakalns, Ķekavas pag., Ķekavas nov."
"100421380","107","Cīrulīšu iela","100184532","106","Y","252","EKS","Cīrulīšu iela","2001.03.28","2021.06.30","","","Cīrulīšu iela, Carnikava, Carnikavas pag., Ādažu nov."
"100343366","107","Cīrulīšu iela","100003157","104","Y","252","EKS","Cīrulīšu iela","1999.03.16","2021.08.19","","","Cīrulīšu iela, Cēsis, Cēsu nov."
"100426888","107","Cīrulīšu iela","100003542","104","Y","252","EKS","Cīrulīšu iela","2002.03.20","2021.06.30","","","Cīrulīšu iela, Baldone, Ķekavas nov."
"100363484","107","Cīruļu iela","100003333","104","Y","252","EKS","Cīruļu iela","1999.03.16","2021.06.30","","","Cīruļu iela, Pāvilosta, Dienvidkurzemes nov."
"100411788","107","Cīruļu iela","100186126","106","Y","252","EKS","Cīruļu iela","1999.06.07","2021.06.30","","","Cīruļu iela, Saurieši, Stopiņu pag., Ropažu nov."
"100338171","107","Cīruļu iela","100003108","104","Y","252","EKS","Cīruļu iela","1999.03.16","2021.06.30","","","Cīruļu iela, Alūksne, Alūksnes nov."
"100319561","107","Cīruļu iela","100003028","104","Y","252","EKS","Cīruļu iela","2000.06.20","2021.06.30","","","Cīruļu iela, Jelgava"
"100383818","107","Cīruļu iela","100003583","104","Y","254","EKS","Cīruļu iela","1999.03.16","2021.06.30","","","Cīruļu iela, Saulkrasti, Saulkrastu nov."
"100477620","107","Cīruļu iela","100003358","104","Y","252","EKS","Cīruļu iela","2012.10.25","2015.12.14","","","Cīruļu iela, Limbaži, Limbažu nov."
"100471747","107","Cīruļu iela","100148088","106","Y","252","EKS","Cīruļu iela","2010.05.27","2015.12.11","","","Cīruļu iela, Skulte, Skultes pag., Limbažu nov."
"100447130","107","Cīruļu iela","100184251","106","Y","252","EKS","Cīruļu iela","2005.05.17","2021.06.30","","","Cīruļu iela, Kadaga, Ādažu pag., Ādažu nov."
"100431287","107","Cīruļu iela","100003405","104","Y","252","EKS","Cīruļu iela","2003.02.06","2012.07.23","","","Cīruļu iela, Ludza, Ludzas nov."
"100342838","107","Cīruļu iela","100112261","106","Y","252","EKS","Cīruļu iela","1999.03.16","2021.06.30","","","Cīruļu iela, Vecumnieki, Vecumnieku pag., Bauskas nov."
"100400951","107","Cīruļu iela","100003688","104","Y","252","EKS","Cīruļu iela","1999.03.16","2021.06.30","","","Cīruļu iela, Kandava, Tukuma nov."
"100387536","107","Cīruļu iela","100184493","106","Y","252","EKS","Cīruļu iela","1999.03.16","2021.06.30","","","Cīruļu iela, Kalngale, Carnikavas pag., Ādažu nov."
"100360300","107","Cīruļu iela","100003286","104","Y","252","EKS","Cīruļu iela","1999.03.16","2021.06.30","","","Cīruļu iela, Kuldīga, Kuldīgas nov."
"100328827","107","Cīruļu iela","100003044","104","Y","252","EKS","Cīruļu iela","1999.03.16","2021.06.30","","","Cīruļu iela, Liepāja"
"100384803","107","Cīruļu iela","100003591","104","Y","252","EKS","Cīruļu iela","1999.03.16","2021.06.30","","","Cīruļu iela, Sigulda, Siguldas nov."
"100499863","107","Cīruļu iela","100191208","106","Y","252","EKS","Cīruļu iela","2024.05.23","2024.09.19","","","Cīruļu iela, Saltupi, Launkalnes pag., Smiltenes nov."
"100482831","107","Cīruļu iela","100127997","106","Y","252","EKS","Cīruļu iela","2015.04.29","2015.05.18","","","Cīruļu iela, Kārniņi, Jaunsvirlaukas pag., Jelgavas nov."
"100483761","107","Cīruļu iela","100185663","106","Y","252","EKS","Cīruļu iela","2015.11.25","2021.06.30","","","Cīruļu iela, Gaidas, Ropažu pag., Ropažu nov."
"100470384","107","Cīruļu iela","100185173","106","Y","253","EKS","Cīruļu iela","2009.11.24","2009.12.09","","","Cīruļu iela, Katlakalns, Ķekavas pag., Ķekavas nov."
"100451598","107","Cīruļu iela","100185341","106","Y","252","EKS","Cīruļu iela","2005.10.26","2021.06.30","","","Cīruļu iela, Vētras, Mārupes pag., Mārupes nov."
"100333580","107","Cīruļu iela","100003060","104","Y","252","EKS","Cīruļu iela","1999.03.16","2021.06.30","","","Cīruļu iela, Ventspils"
"100373960","107","Cīruļu iela","100003470","104","Y","252","EKS","Cīruļu iela","1999.03.16","2021.06.30","","","Cīruļu iela, Ogre, Ogres nov."
"100398508","107","Cīruļu iela","100003671","104","Y","252","EKS","Cīruļu iela","1999.03.16","2021.06.30","","","Cīruļu iela, Tukums, Tukuma nov."
"100415988","107","Cīruļu iela","100003550","104","Y","252","EKS","Cīruļu iela","2000.12.06","2009.06.30","","","Cīruļu iela, Baloži, Ķekavas nov."
"100382904","107","Cīruļu iela","100003575","104","Y","252","EKS","Cīruļu iela","1999.03.16","2023.05.11","","","Cīruļu iela, Salaspils, Salaspils nov."
"100389234","107","Cīruļu iela","100184782","106","Y","252","EKS","Cīruļu iela","1999.03.16","2021.06.30","","","Cīruļu iela, Inčukalns, Inčukalna pag., Siguldas nov."
"100367233","107","Cīruļu iela","100003382","104","Y","252","EKS","Cīruļu iela","1999.03.16","2021.06.30","","","Cīruļu iela, Salacgrīva, Limbažu nov."
"100375706","107","Cīruļu iela","100003487","104","Y","252","EKS","Cīruļu iela","1999.03.16","2021.06.30","","","Cīruļu iela, Ikšķile, Ogres nov."
"100376837","107","Cīruļu iela","100003501","104","Y","252","EKS","Cīruļu iela","1999.03.16","2021.06.30","","","Cīruļu iela, Lielvārde, Ogres nov."
"100302320","107","Cīruļu iela","100003003","104","Y","252","EKS","Cīruļu iela","1999.03.16","2025.05.15","","","Cīruļu iela, Rīga"
"100457053","107","Cīruļu iela","100144827","106","Y","252","EKS","Cīruļu iela","2006.10.24","2011.11.17","","","Cīruļu iela, Rumbenieki, Rumbas pag., Kuldīgas nov."
"100323473","107","Cīruļu iela","100003036","104","Y","252","EKS","Cīruļu iela","1999.03.16","2021.06.30","","","Cīruļu iela, Jūrmala"
"100315722","107","Cīruļu iela","100003011","104","Y","253","EKS","Cīruļu iela","1999.03.16","2021.06.30","","","Cīruļu iela, Daugavpils"
"100462311","107","Cīruļu iela","100184284","106","Y","252","EKS","Cīruļu iela","2007.11.14","2021.06.30","","","Cīruļu iela, Piņķi, Babītes pag., Mārupes nov."
"100469494","107","Cītaru iela","100185116","106","Y","253","EKS","Cītaru iela","2005.03.08","2009.08.26","","","Cītaru iela, Valdlauči, Ķekavas pag., Ķekavas nov."
"100468603","107","Cūku iela","100196313","106","Y","252","DEL","Cūku iela","1999.08.12","2013.09.27","2013.09.23","","Cūku iela, Dārzciems, Kalnciema pag., Jelgavas nov."
"100410296","107","Cūku iela","100148110","106","Y","252","EKS","Cūku iela","1999.06.07","2016.01.08","","","Cūku iela, Umurga, Umurgas pag., Limbažu nov."
"100448630","107","Dabas iela","100003011","104","Y","252","EKS","Dabas iela","2005.08.25","2005.08.30","","","Dabas iela, Daugavpils"
"100441956","107","Dabreļa iela","100003591","104","Y","252","EKS","Dabreļa iela","2004.07.14","2014.09.02","","","Dabreļa iela, Sigulda, Siguldas nov."
"100341780","107","Daces Akmentiņas iela","100003784","104","Y","252","EKS","Daces Akmentiņas iela","1999.03.16","2021.06.30","","","Daces Akmentiņas iela, Iecava, Bauskas nov."
"100461697","107","Dadzīšu iela","100003823","104","Y","252","EKS","Dadzīšu iela","2007.10.23","2022.06.30","","","Dadzīšu iela, Ādaži, Ādažu nov."
"100450161","107","Dadžu iela","100003831","104","Y","253","EKS","Dadžu iela","2005.11.08","2022.06.30","","","Dadžu iela, Ķekava, Ķekavas nov."
"100482382","107","Dadžu iela","100189855","106","Y","252","EKS","Dadžu iela","2014.10.21","2021.06.30","","","Dadžu iela, Lapmežciems, Lapmežciema pag., Tukuma nov."
"100491182","107","Dadžu iela","100003036","104","Y","252","EKS","Dadžu iela","2019.08.29","2019.09.11","","","Dadžu iela, Jūrmala"
"100417774","107","Dadžupes iela","100003036","104","Y","252","EKS","Dadžupes iela","2001.01.10","2003.01.10","","","Dadžupes iela, Jūrmala"
"100332072","107","Dagdas iela","100003052","104","Y","252","EKS","Dagdas iela","2002.05.09","2021.06.30","","","Dagdas iela, Rēzekne"
"100359435","107","Dagdas iela","100137653","106","Y","252","EKS","Dagdas iela","1999.03.16","2021.06.30","","","Dagdas iela, Indra, Indras pag., Krāslavas nov."
"100379424","107","Dagdas iela","100164117","106","Y","252","DEL","Dagdas iela","1999.02.24","2021.06.30","1999.02.24","","Dagdas iela, Aglona, Aglonas pag., Preiļu nov."
"100315747","107","Dagdas iela","100003011","104","Y","253","EKS","Dagdas iela","1999.03.16","2021.06.30","","","Dagdas iela, Daugavpils"
"100368813","107","Dagdas iela","100003405","104","Y","252","EKS","Dagdas iela","2002.05.09","2021.06.30","","","Dagdas iela, Ludza, Ludzas nov."
"100359121","107","Dagdas iela","100134270","106","Y","252","EKS","Dagdas iela","1999.03.16","2021.06.30","","","Dagdas iela, Andrupene, Andrupenes pag., Krāslavas nov."
"100302400","107","Dagdas iela","100003003","104","Y","252","EKS","Dagdas iela","1999.03.16","2025.05.15","","","Dagdas iela, Rīga"
"100323498","107","Dagdas iela","100003036","104","Y","252","EKS","Dagdas iela","1999.03.16","2021.06.30","","","Dagdas iela, Jūrmala"
"100479577","107","Daglīšu iela","100003487","104","Y","252","EKS","Daglīšu iela","2013.08.28","2021.06.30","","","Daglīšu iela, Ikšķile, Ogres nov."
"100302417","107","Dagmāras iela","100003003","104","Y","252","EKS","Dagmāras iela","1999.03.16","2025.05.15","","","Dagmāras iela, Rīga"
"100323504","107","Dagnijas iela","100003036","104","Y","252","EKS","Dagnijas iela","1999.03.16","2021.06.30","","","Dagnijas iela, Jūrmala"
"100391013","107","Daibes iela","100003815","104","Y","252","EKS","Daibes iela","1999.03.16","2022.06.30","","","Daibes iela, Mārupe, Mārupes nov."
"100302425","107","Daibes iela","100003003","104","Y","252","EKS","Daibes iela","1999.03.16","2025.05.15","","","Daibes iela, Rīga"
"100400131","107","Daigones iela","100003688","104","Y","252","EKS","Daigones iela","1999.03.16","2021.06.30","","","Daigones iela, Kandava, Tukuma nov."
"100422382","107","Daigones iela","100189976","106","Y","252","EKS","Daigones iela","2001.04.25","2009.06.30","","","Daigones iela, Pūre, Pūres pag., Tukuma nov."
"100392097","107","Dailes iela","100003591","104","Y","252","EKS","Dailes iela","1999.03.16","2021.06.30","","","Dailes iela, Sigulda, Siguldas nov."
"100351068","107","Dailes iela","100125421","106","","","ERR","Dailes iela","1999.03.16","2021.06.30","1999.06.08","","Dailes iela, Ķevele, Vītiņu pag., Dobeles nov."
"100365808","107","Dailes iela","100003358","104","Y","252","EKS","Dailes iela","1999.03.16","2021.06.30","","","Dailes iela, Limbaži, Limbažu nov."
"100450186","107","Dainas iela","100003831","104","Y","252","EKS","Dainas iela","2005.11.08","2022.06.30","","","Dainas iela, Ķekava, Ķekavas nov."
"100319594","107","Dainas iela","100003028","104","Y","252","EKS","Dainas iela","2000.06.20","2021.06.30","","","Dainas iela, Jelgava"
"100302433","107","Dainas iela","100003003","104","Y","252","EKS","Dainas iela","1999.03.16","2025.05.15","","","Dainas iela, Rīga"
"100431295","107","Dainas iela","100003405","104","Y","252","EKS","Dainas iela","2003.02.06","2012.07.23","","","Dainas iela, Ludza, Ludzas nov."
"100349192","107","Dainu iela","100003198","104","Y","252","EKS","Dainu iela","1999.03.16","2021.06.30","","","Dainu iela, Dobele, Dobeles nov."
"100388361","107","Dainu iela","100184661","106","Y","252","EKS","Dainu iela","1999.03.16","2021.06.30","","","Dainu iela, Langstiņi, Garkalnes pag., Ropažu nov."
"100375714","107","Dainu iela","100003487","104","Y","252","EKS","Dainu iela","1999.03.16","2021.06.30","","","Dainu iela, Ikšķile, Ogres nov."
"100496962","107","Dainuvītes iela","100003583","104","Y","252","EKS","Dainuvītes iela","2022.04.27","2025.07.07","","","Dainuvītes iela, Saulkrasti, Saulkrastu nov."
"100465446","107","Daivaru iela","100162628","106","Y","252","DEL","Daivaru iela","2008.07.16","2021.06.30","2011.06.27","","Daivaru iela, Jaunikšķile, Tīnūžu pag., Ogres nov."
"100428914","107","Dakaru iela","100167091","106","Y","252","EKS","Dakaru iela","2002.09.11","2021.06.30","","","Dakaru iela, Riebiņi, Riebiņu pag., Preiļu nov."
"100471810","107","Dakstiņu iela","100003807","104","Y","252","EKS","Dakstiņu iela","2010.06.17","2021.06.30","","","Dakstiņu iela, Valmiera, Valmieras nov."
"100463073","107","Dakstu iela","100207468","106","Y","252","DEL","Dakstu iela","2007.12.19","2013.09.17","2013.08.28","","Dakstu iela, Grēnes, Olaines pag., Olaines nov."
"100397491","107","Dakterlejas iela","100187827","106","Y","253","EKS","Dakterlejas iela","1999.03.16","2021.06.30","","","Dakterlejas iela, Dundaga, Dundagas pag., Talsu nov."
"100434565","107","Daktermuižas iela","100186134","106","Y","252","EKS","Daktermuižas iela","2002.11.06","2021.06.30","","","Daktermuižas iela, Upeslejas, Stopiņu pag., Ropažu nov."
"100402738","107","Dakteru iela","100003710","104","Y","252","EKS","Dakteru iela","1999.03.16","2021.06.30","","","Dakteru iela, Smiltene, Smiltenes nov."
