KODS,TIPS_CD,NOSAUKUMS,VKUR_CD,VKUR_TIPS,APSTIPR,APST_PAK,STATUSS,SORT_NOS,DAT_SAK,DAT_MOD,DAT_BEIG,ATRIB,STD
"100480957","107","1","100186126","106","Y","251","ERR","0001","2014.04.09","2021.06.30","","","1, Saurieši, Stopiņu pag., Ropažu nov."
"100438531","107","1. Atpūtas iela","100145451","106","Y","252","EKS","0001. Atpūtas iela","2004.01.05","2021.06.30","","","1. Atpūtas iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100446836","107","1. Austrumu iela","100147961","106","Y","252","EKS","0001. Austrumu iela","2004.10.12","2015.12.11","","","1. Austrumu iela, Vārzas, Skultes pag., Limbažu nov."
"100438603","107","1. Bērzu iela","100145451","106","Y","252","EKS","0001. Bērzu iela","2004.01.05","2021.06.30","","","1. Bērzu iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100446764","107","1. Centra iela","100147961","106","Y","252","EKS","0001. Centra iela","2004.10.12","2018.02.02","","","1. Centra iela, Vārzas, Skultes pag., Limbažu nov."
"100438853","107","1. Ceriņu iela","100145451","106","Y","252","EKS","0001. Ceriņu iela","2004.01.05","2021.06.30","","","1. Ceriņu iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100439316","107","1. Ceļmalas iela","100145451","106","Y","252","DEL","0001. Ceļmalas iela","2004.01.05","2021.06.30","2012.03.22","","1. Ceļmalas iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100446844","107","1. Dienvidu iela","100147961","106","Y","252","EKS","0001. Dienvidu iela","2004.10.12","2015.12.11","","","1. Dienvidu iela, Vārzas, Skultes pag., Limbažu nov."
"100460412","107","1. Dāliju iela","100003011","104","Y","252","EKS","0001. Dāliju iela","2006.10.12","2007.08.27","","","1. Dāliju iela, Daugavpils"
"100430935","107","1. Dārziņu ceļš","100186560","106","Y","252","EKS","0001. Dārziņu ceļš","2002.03.28","2009.06.30","","","1. Dārziņu ceļš, Kalni, Nīgrandes pag., Saldus nov."
"100430855","107","1. Dārzu ceļš","100186585","106","Y","252","EKS","0001. Dārzu ceļš","2002.03.28","2009.06.30","","","1. Dārzu ceļš, Nīgrande, Nīgrandes pag., Saldus nov."
"100439437","107","1. Dīķu iela","100145451","106","Y","252","EKS","0001. Dīķu iela","2004.01.05","2021.06.30","","","1. Dīķu iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100470021","107","1. Ezermalas līnija","100003124","104","Y","252","EKS","0001. Ezermalas līnija","2009.11.12","2009.11.27","","","1. Ezermalas līnija, Balvi, Balvu nov."
"100438410","107","1. Klusā iela","100145451","106","Y","252","EKS","0001. Klusā iela","2004.01.05","2021.06.30","","","1. Klusā iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100438636","107","1. Krūmu iela","100145451","106","Y","252","EKS","0001. Krūmu iela","2004.01.05","2021.06.30","","","1. Krūmu iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100460478","107","1. Kumelīšu iela","100003011","104","Y","252","EKS","0001. Kumelīšu iela","2006.10.12","2007.08.27","","","1. Kumelīšu iela, Daugavpils"
"100351123","107","1. Maija iela","100003212","104","Y","252","EKS","0001. Maija iela","1999.03.16","2021.06.30","","","1. Maija iela, Gulbene, Gulbenes nov."
"100451758","107","1. Mazā Strautmaļu iela","100208662","106","Y","252","EKS","0001. Mazā Strautmaļu iela","2004.04.23","2009.06.30","","","1. Mazā Strautmaļu iela, Odukalns, Ķekavas pag., Ķekavas nov."
"100438611","107","1. Meža iela","100145451","106","Y","252","EKS","0001. Meža iela","2004.01.05","2021.06.30","","","1. Meža iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100460453","107","1. Narcišu iela","100003011","104","Y","252","EKS","0001. Narcišu iela","2006.10.12","2007.08.27","","","1. Narcišu iela, Daugavpils"
"100316154","107","1. Oficieru iela","100003011","104","Y","252","EKS","0001. Oficieru iela","1999.03.16","2021.06.30","","","1. Oficieru iela, Daugavpils"
"100438580","107","1. Ozolu iela","100145451","106","Y","252","EKS","0001. Ozolu iela","2004.01.05","2021.06.30","","","1. Ozolu iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100314938","107","1. Pasažieru iela","100003011","104","Y","252","EKS","0001. Pasažieru iela","1999.03.16","2021.06.30","","","1. Pasažieru iela, Daugavpils"
"100314946","107","1. Preču iela","100003011","104","Y","252","EKS","0001. Preču iela","1999.03.16","2021.06.30","","","1. Preču iela, Daugavpils"
"100438597","107","1. Priežu iela","100145451","106","Y","252","EKS","0001. Priežu iela","2004.01.05","2021.06.30","","","1. Priežu iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100446715","107","1. Rietumu iela","100147961","106","Y","252","EKS","0001. Rietumu iela","2004.10.12","2015.12.11","","","1. Rietumu iela, Vārzas, Skultes pag., Limbažu nov."
"100438773","107","1. Rožu iela","100145451","106","Y","252","EKS","0001. Rožu iela","2004.01.05","2021.06.30","","","1. Rožu iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100463852","107","1. Saimnieciskā iela","100003542","104","Y","252","EKS","0001. Saimnieciskā iela","2008.03.05","2021.06.30","","","1. Saimnieciskā iela, Baldone, Ķekavas nov."
"100438523","107","1. Saules iela","100145451","106","Y","252","EKS","0001. Saules iela","2004.01.05","2021.06.30","","","1. Saules iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100470118","107","1. Steķintavas līnija","100003124","104","Y","252","EKS","0001. Steķintavas līnija","2009.11.12","2009.11.27","","","1. Steķintavas līnija, Balvi, Balvu nov."
"100438644","107","1. Tulpju iela","100145451","106","Y","252","EKS","0001. Tulpju iela","2004.01.05","2021.06.30","","","1. Tulpju iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100438507","107","1. Vīnogu iela","100145451","106","Y","252","EKS","0001. Vīnogu iela","2004.01.05","2021.06.30","","","1. Vīnogu iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100439404","107","1. Zaļā iela","100145451","106","Y","252","EKS","0001. Zaļā iela","2004.01.05","2021.06.30","","","1. Zaļā iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100446571","107","1. Ziemeļu iela","100147961","106","Y","252","EKS","0001. Ziemeļu iela","2004.10.12","2015.12.11","","","1. Ziemeļu iela, Vārzas, Skultes pag., Limbažu nov."
"100439002","107","1. iela","100145451","106","Y","252","EKS","0001. iela","2004.01.05","2021.06.30","","","1. iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100484642","107","1. līnija","100199175","106","Y","252","EKS","0001. līnija","2016.04.27","2025.07.08","","","1. līnija, Mežvidi, Saulkrastu pag., Saulkrastu nov."
"100437386","107","1. līnija","100184620","106","Y","252","EKS","0001. līnija","2003.05.21","2021.06.30","","","1. līnija, Skuķīši, Garkalnes pag., Ropažu nov."
"100314913","107","1. līnija","100003011","104","Y","252","EKS","0001. līnija","1999.03.16","2021.06.30","","","1. līnija, Daugavpils"
"100322254","107","1. līnija","100003036","104","Y","252","EKS","0001. līnija","1999.03.16","2021.06.30","","","1. līnija, Jūrmala"
"100418848","107","1. līnija","100204751","106","Y","252","EKS","0001. līnija","2001.01.15","2009.06.30","","","1. līnija, Cimoškas, Krāslavas pag., Krāslavas nov."
"100466351","107","1. līnija","100148088","106","Y","252","EKS","0001. līnija","2008.11.26","2015.12.11","","","1. līnija, Skulte, Skultes pag., Limbažu nov."
"100319063","107","1. līnija","100003028","104","Y","252","EKS","0001. līnija","2000.06.20","2021.06.30","","","1. līnija, Jelgava"
"100341104","107","1. maija iela","100003140","104","Y","252","EKS","0001. maija iela","1999.03.16","2021.06.30","","","1. maija iela, Bauska, Bauskas nov."
"100471072","107","1. maija iela","100003093","104","Y","252","EKS","0001. maija iela","2010.02.26","2021.06.30","","","1. maija iela, Pļaviņas, Aizkraukles nov."
"100368733","107","1. maija iela","100003405","104","Y","252","EKS","0001. maija iela","2002.05.09","2021.06.30","","","1. maija iela, Ludza, Ludzas nov."
"100354475","107","1. maija iela","100003776","104","Y","253","EKS","0001. maija iela","1999.03.16","2021.07.01","","","1. maija iela, Jēkabpils, Jēkabpils nov."
"100336770","107","1. maija iela","100100005","106","Y","254","EKS","0001. maija iela","1999.03.16","2021.06.30","","","1. maija iela, Kriškalni, Aiviekstes pag., Aizkraukles nov."
"100378158","107","1. maija iela","100003518","104","Y","252","EKS","0001. maija iela","1999.03.16","2021.06.30","","","1. maija iela, Preiļi, Preiļu nov."
"100365680","107","1. maija iela","100003358","104","Y","252","EKS","0001. maija iela","1999.03.16","2021.06.30","","","1. maija iela, Limbaži, Limbažu nov."
"100381277","107","1. maija iela","100178996","106","Y","253","EKS","0001. maija iela","1999.03.16","2021.06.30","","","1. maija iela, Malta, Maltas pag., Rēzeknes nov."
"100342485","107","1. maija iela","100112003","106","Y","252","EKS","0001. maija iela","1999.03.16","2021.06.30","","","1. maija iela, Skaistkalne, Skaistkalnes pag., Bauskas nov."
"100347478","107","1. maija iela","100003181","104","Y","252","EKS","0001. maija iela","1999.03.16","2021.06.30","","","1. maija iela, Subate, Augšdaugavas nov."
"100349883","107","1. maija iela","100003204","104","Y","252","EKS","0001. maija iela","1999.03.16","2021.06.30","","","1. maija iela, Auce, Dobeles nov."
"100354145","107","1. maija iela","100128523","106","Y","252","EKS","0001. maija iela","1999.03.16","2021.06.30","","","1. maija iela, Emburga, Salgales pag., Jelgavas nov."
"100395004","107","1. maija iela","100003630","104","Y","252","EKS","0001. maija iela","1999.03.16","2021.06.30","","","1. maija iela, Talsi, Talsu nov."
"100314921","107","1. maija iela","100003011","104","Y","252","EKS","0001. maija iela","1999.03.16","2021.06.30","","","1. maija iela, Daugavpils"
"100371506","107","1. maija laukums","100003462","104","Y","252","EKS","0001. maija laukums","1999.03.16","2025.06.30","","","1. maija laukums, Varakļāni, Madonas nov."
"100361351","107","1. maija laukums","100003294","104","Y","252","EKS","0001. maija laukums","1999.03.16","2021.06.30","","","1. maija laukums, Skrunda, Kuldīgas nov."
"100438548","107","1. Ķiršu iela","100145451","106","Y","252","EKS","0001. Ķiršu iela","2004.01.05","2021.06.30","","","1. Ķiršu iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100453616","107","1. šķērsiela","100151744","106","Y","252","EKS","0001. šķērsiela","2006.01.31","2021.06.30","","","1. šķērsiela, Malnava, Malnavas pag., Ludzas nov."
"100489274","107","1. šķērsiela","100003173","104","Y","252","EKS","0001. šķērsiela","2018.06.26","2021.06.30","","","1. šķērsiela, Ilūkste, Augšdaugavas nov."
"100490197","107","1. šķērsiela","100189855","106","Y","252","EKS","0001. šķērsiela","2008.09.16","2021.06.30","","","1. šķērsiela, Lapmežciems, Lapmežciema pag., Tukuma nov."
"100468267","107","1. šķērsiela","100148088","106","Y","252","EKS","0001. šķērsiela","2009.02.18","2015.12.11","","","1. šķērsiela, Skulte, Skultes pag., Limbažu nov."
"100421235","107","1. šķērslīnija","100184540","106","Y","253","DEL","0001. šķērslīnija","2001.03.28","2021.06.30","2003.05.21","","1. šķērslīnija, Garupe, Carnikavas pag., Ādažu nov."
"100437595","107","1. šķērslīnija","100184620","106","Y","252","EKS","0001. šķērslīnija","2003.05.21","2021.06.30","","","1. šķērslīnija, Skuķīši, Garkalnes pag., Ropažu nov."
"100460847","107","1.Dāliju iela","100003011","104","Y","252","ERR","0001.Dāliju iela","2006.10.12","2007.10.09","","","1.Dāliju iela, Daugavpils"
"100460888","107","1.Narcišu iela","100003011","104","Y","252","ERR","0001.Narcišu iela","2006.10.12","2007.10.09","","","1.Narcišu iela, Daugavpils"
"100460902","107","1.kumelīšu iela","100003011","104","Y","252","ERR","0001.Kumelīšu iela","2006.10.12","2007.10.09","","","1.kumelīšu iela, Daugavpils"
"100446684","107","10. Ziemeļu iela","100147961","106","Y","252","EKS","0010. Ziemeļu iela","2004.10.12","2015.12.11","","","10. Ziemeļu iela, Vārzas, Skultes pag., Limbažu nov."
"100439092","107","10. iela","100145451","106","Y","252","EKS","0010. iela","2004.01.05","2021.06.30","","","10. iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100437466","107","10. līnija","100184620","106","Y","252","EKS","0010. līnija","2003.05.21","2021.06.30","","","10. līnija, Skuķīši, Garkalnes pag., Ropažu nov."
"100322262","107","10. līnija","100003036","104","Y","252","EKS","0010. līnija","1999.03.16","2021.06.30","","","10. līnija, Jūrmala"
"100418936","107","10. līnija","100204751","106","Y","252","EKS","0010. līnija","2001.01.15","2009.06.30","","","10. līnija, Cimoškas, Krāslavas pag., Krāslavas nov."
"100446241","107","10. līnija","100148088","106","Y","252","EKS","0010. līnija","2004.10.07","2015.12.11","","","10. līnija, Skulte, Skultes pag., Limbažu nov."
"100437683","107","10. šķērslīnija","100184620","106","Y","252","EKS","0010. šķērslīnija","2003.05.21","2021.06.30","","","10. šķērslīnija, Skuķīši, Garkalnes pag., Ropažu nov."
"100446692","107","11. Ziemeļu iela","100147961","106","Y","252","EKS","0011. Ziemeļu iela","2004.10.12","2015.12.11","","","11. Ziemeļu iela, Vārzas, Skultes pag., Limbažu nov."
"100439107","107","11. iela","100145451","106","Y","252","EKS","0011. iela","2004.01.05","2021.06.30","","","11. iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100322270","107","11. līnija","100003036","104","Y","252","EKS","0011. līnija","1999.03.16","2021.06.30","","","11. līnija, Jūrmala"
"100437474","107","11. līnija","100184620","106","Y","252","EKS","0011. līnija","2003.05.21","2021.06.30","","","11. līnija, Skuķīši, Garkalnes pag., Ropažu nov."
"100466448","107","11. līnija","100148088","106","Y","252","EKS","0011. līnija","2008.11.26","2015.12.11","","","11. līnija, Skulte, Skultes pag., Limbažu nov."
"100418944","107","11. līnija","100204751","106","Y","252","EKS","0011. līnija","2001.01.15","2009.06.30","","","11. līnija, Cimoškas, Krāslavas pag., Krāslavas nov."
"100300003","107","11. novembra krastmala","100003003","104","Y","252","EKS","0011. novembra krastmala","1999.03.16","2025.05.15","","","11. novembra krastmala, Rīga"
"100437691","107","11. šķērslīnija","100184620","106","Y","252","EKS","0011. šķērslīnija","2003.05.21","2021.06.30","","","11. šķērslīnija, Skuķīši, Garkalnes pag., Ropažu nov."
"100446707","107","12. Ziemeļu iela","100147961","106","Y","252","EKS","0012. Ziemeļu iela","2004.10.12","2015.12.11","","","12. Ziemeļu iela, Vārzas, Skultes pag., Limbažu nov."
"100439115","107","12. iela","100145451","106","Y","252","EKS","0012. iela","2004.01.05","2021.06.30","","","12. iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100418952","107","12. līnija","100204751","106","Y","252","EKS","0012. līnija","2001.01.15","2009.06.30","","","12. līnija, Cimoškas, Krāslavas pag., Krāslavas nov."
"100437482","107","12. līnija","100184620","106","Y","252","EKS","0012. līnija","2003.05.21","2021.06.30","","","12. līnija, Skuķīši, Garkalnes pag., Ropažu nov."
"100322287","107","12. līnija","100003036","104","Y","252","EKS","0012. līnija","1999.03.16","2021.06.30","","","12. līnija, Jūrmala"
"100466456","107","12. līnija","100148088","106","Y","252","EKS","0012. līnija","2008.11.26","2015.12.11","","","12. līnija, Skulte, Skultes pag., Limbažu nov."
"100437706","107","12. šķērslīnija","100184620","106","Y","252","EKS","0012. šķērslīnija","2003.05.21","2021.06.30","","","12. šķērslīnija, Skuķīši, Garkalnes pag., Ropažu nov."
"100446588","107","13. Ziemeļu iela","100147961","106","Y","252","EKS","0013. Ziemeļu iela","2004.10.12","2015.12.11","","","13. Ziemeļu iela, Vārzas, Skultes pag., Limbažu nov."
"100439123","107","13. iela","100145451","106","Y","252","EKS","0013. iela","2004.01.05","2021.06.30","","","13. iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100300011","107","13. janvāra iela","100003003","104","Y","252","EKS","0013. janvāra iela","1999.03.16","2025.05.15","","","13. janvāra iela, Rīga"
"100437490","107","13. līnija","100184620","106","Y","252","EKS","0013. līnija","2003.05.21","2021.06.30","","","13. līnija, Skuķīši, Garkalnes pag., Ropažu nov."
"100322295","107","13. līnija","100003036","104","Y","252","EKS","0013. līnija","1999.03.16","2021.06.30","","","13. līnija, Jūrmala"
"100466464","107","13. līnija","100148088","106","Y","252","EKS","0013. līnija","2008.11.26","2015.12.11","","","13. līnija, Skulte, Skultes pag., Limbažu nov."
"100418960","107","13. līnija","100204751","106","Y","252","EKS","0013. līnija","2001.01.15","2009.06.30","","","13. līnija, Cimoškas, Krāslavas pag., Krāslavas nov."
"100437714","107","13. šķērslīnija","100184620","106","Y","252","EKS","0013. šķērslīnija","2003.05.21","2021.06.30","","","13. šķērslīnija, Skuķīši, Garkalnes pag., Ropažu nov."
"100446602","107","14. Ziemeļu iela","100147961","106","Y","252","EKS","0014. Ziemeļu iela","2004.10.12","2015.12.11","","","14. Ziemeļu iela, Vārzas, Skultes pag., Limbažu nov."
"100439131","107","14. iela","100145451","106","Y","252","EKS","0014. iela","2004.01.05","2021.06.30","","","14. iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100354483","107","14. jūnija iela","100003776","104","Y","252","EKS","0014. jūnija iela","1999.03.16","2021.07.01","","","14. jūnija iela, Jēkabpils, Jēkabpils nov."
"100437505","107","14. līnija","100184620","106","Y","252","EKS","0014. līnija","2003.05.21","2021.06.30","","","14. līnija, Skuķīši, Garkalnes pag., Ropažu nov."
"100322301","107","14. līnija","100003036","104","Y","252","EKS","0014. līnija","1999.03.16","2021.06.30","","","14. līnija, Jūrmala"
"100418977","107","14. līnija","100204751","106","Y","252","EKS","0014. līnija","2001.01.15","2009.06.30","","","14. līnija, Cimoškas, Krāslavas pag., Krāslavas nov."
"100466472","107","14. līnija","100148088","106","Y","252","EKS","0014. līnija","2008.11.26","2015.12.11","","","14. līnija, Skulte, Skultes pag., Limbažu nov."
"100328257","107","14. novembra bulvāris","100003044","104","Y","252","EKS","0014. novembra bulvāris","1999.03.16","2021.06.30","","","14. novembra bulvāris, Liepāja"
"100437722","107","14. šķērslīnija","100184620","106","Y","252","EKS","0014. šķērslīnija","2003.05.21","2021.06.30","","","14. šķērslīnija, Skuķīši, Garkalnes pag., Ropažu nov."
"100446916","107","15. Ziemeļu iela","100147961","106","Y","252","EKS","0015. Ziemeļu iela","2004.10.12","2015.12.11","","","15. Ziemeļu iela, Vārzas, Skultes pag., Limbažu nov."
"100439148","107","15. iela","100145451","106","Y","252","EKS","0015. iela","2004.01.05","2021.06.30","","","15. iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100418985","107","15. līnija","100204751","106","Y","252","EKS","0015. līnija","2001.01.15","2009.06.30","","","15. līnija, Cimoškas, Krāslavas pag., Krāslavas nov."
"100437513","107","15. līnija","100184620","106","Y","252","EKS","0015. līnija","2003.05.21","2021.06.30","","","15. līnija, Skuķīši, Garkalnes pag., Ropažu nov."
"100466480","107","15. līnija","100148088","106","Y","252","EKS","0015. līnija","2008.11.26","2015.12.11","","","15. līnija, Skulte, Skultes pag., Limbažu nov."
"100322318","107","15. līnija","100003036","104","Y","252","EKS","0015. līnija","1999.03.16","2021.06.30","","","15. līnija, Jūrmala"
"100437730","107","15. šķērslīnija","100184620","106","Y","252","EKS","0015. šķērslīnija","2003.05.21","2021.06.30","","","15. šķērslīnija, Skuķīši, Garkalnes pag., Ropažu nov."
"100439156","107","16. iela","100145451","106","Y","252","EKS","0016. iela","2004.01.05","2021.06.30","","","16. iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100322326","107","16. līnija","100003036","104","Y","252","EKS","0016. līnija","1999.03.16","2021.06.30","","","16. līnija, Jūrmala"
"100437521","107","16. līnija","100184620","106","Y","252","EKS","0016. līnija","2003.05.21","2021.06.30","","","16. līnija, Skuķīši, Garkalnes pag., Ropažu nov."
"100418993","107","16. līnija","100204751","106","Y","252","EKS","0016. līnija","2001.01.15","2009.06.30","","","16. līnija, Cimoškas, Krāslavas pag., Krāslavas nov."
"100466497","107","16. līnija","100148088","106","Y","252","EKS","0016. līnija","2008.11.26","2015.12.11","","","16. līnija, Skulte, Skultes pag., Limbažu nov."
"100437747","107","16. šķērslīnija","100184620","106","Y","252","EKS","0016. šķērslīnija","2003.05.21","2021.06.30","","","16. šķērslīnija, Skuķīši, Garkalnes pag., Ropažu nov."
"100439164","107","17. iela","100145451","106","Y","252","EKS","0017. iela","2004.01.05","2021.06.30","","","17. iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100437538","107","17. līnija","100184620","106","Y","252","EKS","0017. līnija","2003.05.21","2021.06.30","","","17. līnija, Skuķīši, Garkalnes pag., Ropažu nov."
"100322334","107","17. līnija","100003036","104","Y","252","EKS","0017. līnija","1999.03.16","2021.06.30","","","17. līnija, Jūrmala"
"100466503","107","17. līnija","100148088","106","Y","252","EKS","0017. līnija","2008.11.26","2015.12.11","","","17. līnija, Skulte, Skultes pag., Limbažu nov."
"100437755","107","17. šķērslīnija","100184620","106","Y","252","EKS","0017. šķērslīnija","2003.05.21","2021.06.30","","","17. šķērslīnija, Skuķīši, Garkalnes pag., Ropažu nov."
"100439172","107","18. iela","100145451","106","Y","252","EKS","0018. iela","2004.01.05","2021.06.30","","","18. iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100437546","107","18. līnija","100184620","106","Y","252","EKS","0018. līnija","2003.05.21","2021.06.30","","","18. līnija, Skuķīši, Garkalnes pag., Ropažu nov."
"100322342","107","18. līnija","100003036","104","Y","252","EKS","0018. līnija","1999.03.16","2021.06.30","","","18. līnija, Jūrmala"
"100348422","107","18. novembra iela","100121141","106","Y","252","EKS","0018. novembra iela","1992.08.19","2021.06.30","","","18. novembra iela, Vecstropi, Naujenes pag., Augšdaugavas nov."
"100348125","107","18. novembra iela","100119684","106","Y","252","EKS","0018. novembra iela","1999.03.16","2021.06.30","","","18. novembra iela, Mirnijs, Laucesas pag., Augšdaugavas nov."
"100331866","107","18. novembra iela","100003052","104","Y","252","EKS","0018. novembra iela","2002.05.09","2021.06.30","","","18. novembra iela, Rēzekne"
"100368741","107","18. novembra iela","100003405","104","Y","252","EKS","0018. novembra iela","2002.05.09","2021.06.30","","","18. novembra iela, Ludza, Ludzas nov."
"100314954","107","18. novembra iela","100003011","104","Y","252","EKS","0018. novembra iela","1999.03.16","2021.06.30","","","18. novembra iela, Daugavpils"
"100416860","107","18. novembra laukums","100003261","104","Y","252","EKS","0018. novembra laukums","1991.11.14","2009.06.30","","","18. novembra laukums, Krāslava, Krāslavas nov."
"100357841","107","18. novembra laukums","100003261","104","","","ERR","0018. novembra laukums","1999.03.16","2021.06.30","","","18. novembra laukums, Krāslava, Krāslavas nov."
"100437763","107","18. šķērslīnija","100184620","106","Y","252","EKS","0018. šķērslīnija","2003.05.21","2021.06.30","","","18. šķērslīnija, Skuķīši, Garkalnes pag., Ropažu nov."
"100439180","107","19. iela","100145451","106","Y","252","EKS","0019. iela","2004.01.05","2023.06.28","","","19. iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100437554","107","19. līnija","100184620","106","Y","252","EKS","0019. līnija","2003.05.21","2021.06.30","","","19. līnija, Skuķīši, Garkalnes pag., Ropažu nov."
"100322350","107","19. līnija","100003036","104","Y","252","EKS","0019. līnija","1999.03.16","2021.06.30","","","19. līnija, Jūrmala"
"100437771","107","19. šķērslīnija","100184620","106","Y","252","EKS","0019. šķērslīnija","2003.05.21","2021.06.30","","","19. šķērslīnija, Skuķīši, Garkalnes pag., Ropažu nov."
"100397450","107","1905. gada iela","100187827","106","Y","253","EKS","1905. gada iela","1999.03.16","2021.06.30","","","1905. gada iela, Dundaga, Dundagas pag., Talsu nov."
"100336914","107","1905. gada iela","100003792","104","Y","252","EKS","1905. gada iela","1999.03.16","2021.06.30","","","1905. gada iela, Koknese, Aizkraukles nov."
"100395012","107","1905. gada iela","100003630","104","Y","253","EKS","1905. gada iela","1999.03.16","2021.06.30","","","1905. gada iela, Talsi, Talsu nov."
"100322367","107","1905. gada iela","100003036","104","Y","252","EKS","1905. gada iela","1999.03.16","2021.06.30","","","1905. gada iela, Jūrmala"
"100360077","107","1905. gada iela","100003286","104","Y","252","EKS","1905. gada iela","1999.03.16","2021.06.30","","","1905. gada iela, Kuldīga, Kuldīgas nov."
"100328265","107","1905. gada iela","100003044","104","Y","252","EKS","1905. gada iela","1999.03.16","2021.06.30","","","1905. gada iela, Liepāja"
"100484216","107","1991.gada barikāžu laukums","100003003","104","Y","252","EKS","1991.gada barikāžu laukums","2015.12.15","2025.04.07","","","1991.gada barikāžu laukums, Rīga"
"100438925","107","2. Atpūtas iela","100145451","106","Y","252","EKS","0002. Atpūtas iela","2004.01.05","2021.06.30","","","2. Atpūtas iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100446828","107","2. Austrumu iela","100147961","106","Y","252","EKS","0002. Austrumu iela","2004.10.12","2015.12.11","","","2. Austrumu iela, Vārzas, Skultes pag., Limbažu nov."
"100438861","107","2. Bērzu iela","100145451","106","Y","252","EKS","0002. Bērzu iela","2004.01.05","2021.06.30","","","2. Bērzu iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100446908","107","2. Centra iela","100147961","106","Y","252","EKS","0002. Centra iela","2004.10.12","2018.02.02","","","2. Centra iela, Vārzas, Skultes pag., Limbažu nov."
"100446852","107","2. Dienvidu iela","100147961","106","Y","252","EKS","0002. Dienvidu iela","2004.10.12","2015.12.11","","","2. Dienvidu iela, Vārzas, Skultes pag., Limbažu nov."
"100460420","107","2. Dāliju iela","100003011","104","Y","252","EKS","0002. Dāliju iela","2006.10.12","2007.10.09","","","2. Dāliju iela, Daugavpils"
"100430943","107","2. Dārziņu ceļš","100186560","106","Y","252","EKS","0002. Dārziņu ceļš","2002.03.28","2009.06.30","","","2. Dārziņu ceļš, Kalni, Nīgrandes pag., Saldus nov."
"100430863","107","2. Dārzu ceļš","100186585","106","Y","252","EKS","0002. Dārzu ceļš","2002.03.28","2009.06.30","","","2. Dārzu ceļš, Nīgrande, Nīgrandes pag., Saldus nov."
"100470038","107","2. Ezermalas līnija","100003124","104","Y","252","EKS","0002. Ezermalas līnija","2009.11.12","2009.11.27","","","2. Ezermalas līnija, Balvi, Balvu nov."
"100438982","107","2. Krūmu iela","100145451","106","Y","252","EKS","0002. Krūmu iela","2004.01.05","2021.06.30","","","2. Krūmu iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100460486","107","2. Kumelīšu iela","100003011","104","Y","252","EKS","0002. Kumelīšu iela","2006.10.12","2007.08.27","","","2. Kumelīšu iela, Daugavpils"
"100451741","107","2. Mazā Strautmaļu iela","100208662","106","Y","252","EKS","0002. Mazā Strautmaļu iela","2004.04.23","2009.06.30","","","2. Mazā Strautmaļu iela, Odukalns, Ķekavas pag., Ķekavas nov."
"100438941","107","2. Meža iela","100145451","106","Y","252","EKS","0002. Meža iela","2004.01.05","2021.06.30","","","2. Meža iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100460461","107","2. Narcišu iela","100003011","104","Y","252","EKS","0002. Narcišu iela","2006.10.12","2007.08.27","","","2. Narcišu iela, Daugavpils"
"100316170","107","2. Oficieru iela","100003011","104","Y","252","EKS","0002. Oficieru iela","1999.03.16","2021.06.30","","","2. Oficieru iela, Daugavpils"
"100438878","107","2. Ozolu iela","100145451","106","Y","252","EKS","0002. Ozolu iela","2004.01.05","2021.06.30","","","2. Ozolu iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100314970","107","2. Pasažieru iela","100003011","104","Y","253","EKS","0002. Pasažieru iela","1970.11.02","2021.06.30","","","2. Pasažieru iela, Daugavpils"
"100314987","107","2. Preču iela","100003011","104","Y","252","EKS","0002. Preču iela","1992.04.02","2021.06.30","","","2. Preču iela, Daugavpils"
